name,badge_1,mrp,discounted_price,discount,rating,rating_count,link
Pink Flower Print Halter Neck Onesies with Headband,,₹999,₹828,(17% off),,,https://www.hopscotch.in/product/668260/hopscotch-pink-flower-print-halter-neck-onesies-with-headband?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
VPK -  Multicolour Pack of 5 Onesies,1 left,₹999,₹784,(22% off),,,https://www.hopscotch.in/product/536204/tedmimak-vpk---multicolour-pack-of-5-onesies?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Black Sleeveless Lace Onesies For Girl's,,₹779,₹607,(22% off),,,https://www.hopscotch.in/product/791937/tnsc-black-sleeveless-lace-onesies-for-girl's?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Pink Heart Print Onesies with Headband,,,₹819,,,,https://www.hopscotch.in/product/667747/hopscotch-pink-heart-print-onesies-with-headband?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Blue Flower Print Onesies with Headband,3 left,₹799,₹621,(22% off),,,https://www.hopscotch.in/product/662499/laa-blue-flower-print-onesies-with-headband?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Floral Applique Sleeveless Onesies  - Red,,₹839,₹789,,,,https://www.hopscotch.in/product/841999/fuerjia-floral-applique-sleeveless-onesies---red?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Text Print Half Sleeves White Onesies,1 left,₹669,₹475,(29% off),,,https://www.hopscotch.in/product/851922/floral-pig-text-print-half-sleeves-white-onesies?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Pink Flower Lace Onesies with Headband,1 left,₹917,₹488,(47% off),,,https://www.hopscotch.in/product/665814/cat-papa-pink-flower-lace-onesies-with-headband?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Floral Print Wing Sleeves White Onesie,1 left,₹899,₹598,(33% off),,,https://www.hopscotch.in/product/812321/yts-floral-print-wing-sleeves-white-onesie?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Lovely White Lace Onesies,1 left,₹989,₹526,(47% off),,,https://www.hopscotch.in/product/794174/yuzikou-lovely-white-lace-onesies?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
VPK -  Multicolour Art Print Half Sleeve Onesies -Pack Of 5,1 left,"₹1,149",₹743,(35% off),,,https://www.hopscotch.in/product/773711/tedmimak-vpk---multicolour-art-print-half-sleeve-onesies--pack-of-5?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Floral Applique Sleeveless Onesies - White,,₹879,₹534,(39% off),,,https://www.hopscotch.in/product/842000/fuerjia-floral-applique-sleeveless-onesies---white?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Red Wing Sleeves With Square Neck Onesies For Girl's,1 left,₹869,₹586,(33% off),,,https://www.hopscotch.in/product/791951/tnsc-red-wing-sleeves-with-square-neck-onesies-for-girl's?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
Floral Applique Round Neck Onesies  - Pink,,"₹1,049",₹809,(23% off),,,https://www.hopscotch.in/product/843857/ddxx-floral-applique-round-neck-onesies---pink?funnel=Search&funnel_tile=onesie&funnel_section=Keyword&section=Keyword&plp=onesie&from_screen=search
