name,badge_1,badge_2,badge_3,badge_4,mrp,discounted_price,discount,rating,rating_count,link
HivaTrendz Crepe Grey Fit And Flare Dress,,,29 orders in last 1 day,,"Rs. 1,299",Rs.  299,77% Off,4.1,(51),https://www.snapdeal.com/product/hivatrendz-crepe-grey-fit-and/645131718328#bcrumbSearch:women%20dress
FABRR Rayon Red A- line Dress,,,35 orders in last 1 day,,"Rs. 1,499",Rs.  580,61% Off,4.200000000000001,(191),https://www.snapdeal.com/product/fabrr-rayon-red-a-line/669305671671#bcrumbSearch:women%20dress
Keep Cart Rayon Pink A- line Dress,,,92 orders in last 7 days,,"Rs. 2,498",Rs.  849,66% Off,3.2,(15),https://www.snapdeal.com/product/keep-cart-rayon-pink-a/641576118735#bcrumbSearch:women%20dress
ALIMS Crepe Pink Fit And Flare Dress,,,10 orders in last 1 day,,"Rs. 1,299",Rs.  499,62% Off,4.1,(38),https://www.snapdeal.com/product/alims-crepe-pink-fit-and/673653870077#bcrumbSearch:women%20dress
HivaTrendz Crepe Green Skater Dress,,,16 orders in last 1 day,,"Rs. 1,299",Rs.  299,77% Off,3.9000000000000004,(33),https://www.snapdeal.com/product/hivatrendz-crepe-green-skater-dress/618566712691#bcrumbSearch:women%20dress
FABRR Rayon Green A- line Dress,,,29 orders in last 1 day,,"Rs. 1,499",Rs.  580,61% Off,4.200000000000001,(63),https://www.snapdeal.com/product/fabrr-rayon-green-a-line/664424217120#bcrumbSearch:women%20dress
ALIMS Crepe Multi Color Fit And Flare Dress,,,20 orders in last 1 day,,"Rs. 1,299",Rs.  499,62% Off,4.1,(290),https://www.snapdeal.com/product/alims-crepe-multi-color-fit/651593170820#bcrumbSearch:women%20dress
Raghumaya Crepe Blue A- line Dress,,,23 orders in last 1 day,,"Rs. 1,299",Rs.  504,61% Off,3.9000000000000004,(418),https://www.snapdeal.com/product/raghumaya-crepe-blue-a-line/643621198054#bcrumbSearch:women%20dress
FABRR Rayon Navy A- line Dress,,,44 orders in last 1 day,,"Rs. 1,499",Rs.  580,61% Off,4.0,(34),https://www.snapdeal.com/product/fabrr-rayon-navy-a-line/676869501200#bcrumbSearch:women%20dress
ALIMS Crepe Black A- line Dress,,,19 orders in last 1 day,,"Rs. 1,299",Rs.  534,59% Off,4.1,(38),https://www.snapdeal.com/product/alims-crepe-black-a-line/665475070927#bcrumbSearch:women%20dress
DYRECTDEALS Polyester Yellow Bodycon Dress,,,,,"Rs. 2,199",Rs.  548,75% Off,4.200000000000001,(22),https://www.snapdeal.com/product/dyrectdeals-polyester-yellow-bodycon-dress/633998723106#bcrumbSearch:women%20dress
ALIMS Crepe Multi Color Fit And Flare Dress,,,36 orders in last 1 day,,"Rs. 1,499",Rs.  499,67% Off,4.1,(76),https://www.snapdeal.com/product/alims-crepe-multi-color-fit/629124914002#bcrumbSearch:women%20dress
